verse_key,version_id,eng,local
GEN.24.3,4573,"By the LORD, God of heaven and earth, give me your word that you wont choose a wife for my son from the Canaanite women among whom I live.","ka N e ka fo pɔ a DAANA, a sazu ane a teŋɛ Naaŋmen, ka fo koŋ e ka a n bidɔɔ de a Keeina noba poɔ n naŋ kpeɛrɛ pɔgeyaa ka o e o pɔge."
GEN.18.20,4573,"Then the LORD said, The cries of injustice from Sodom and Gomorrah are countless, and their sin is very serious!.","Lɛ la ka a DAANA da yeli, “A kpɛlle ba naŋ ŋmeɛrɛ kyaare ne a Sodom ane a Gomora yelfaare yɛlɛ waa la faa yaga, ka a ba yelbebe e nimizeɛ yaga!."
GEN.21.11,4573,This upset Abraham terribly because the boy was his son.,A yeli ŋa da e la posãã yaga ko a Aboraham a o bidɔɔ zuiŋ.
GEN.19.18,4573,"But Lot said to them, No, my lords, please.","Ka a Lɔt da yeli ko ba, “Ai, n neŋkponni;."
GEN.17.22,4573,"When God finished speaking to him, God ascended, leaving Abraham alone.","Naaŋmen naŋ da wa yeli a yɛlɛ ko a Aboraham baare, O da bare o la kyɛ do."
GEN.20.16,4573,"To Sarah, he said, Ive given your brother one thousand pieces of silver. It means that neither you nor anyone with you has done anything wrong. Everything has been set right.","A Abimɛlɛk da yeli ko la a Saara, “Nyɛ, N ko la a fo yɔɔdɔɔ salem-pelaa warebie turi; ka a na wuli a banaŋ zaa naŋ be fo zie ka fo ba taa saanaa zaa; fo deme sereŋ bebe la.”."
GEN.22.12,4573,"The messenger said, Dont stretch out your hand against the young man, and dont do anything to him. I now know that you revere God and didnt hold back your son, your only son, from me.","Ka a maleke da yeli, “Ta wa derɛ fo nu seenɛ a bie bee a erɛ o yelzaa, bonso, pampana, N baŋ ka fo zoro la Naaŋmen ne fo naŋ ba mɔŋ ma a fo bidɔɔ, a fo bidɔɔ-yenaa yoŋ.”."
GEN.18.21,4573,"I will go down now to examine the cries of injustice that have reached me. Have they really done all this? If not, I want to know.","A ferɛɛ la ka N sigi te nyɛ ka ba sereŋ erɛ la a yɛlɛ ba naŋ yele ka a ta ma, bee ka a ba waa lɛ, ka N baŋ.”."
GEN.21.12,4573,"God said to Abraham, Dont be upset about the boy and your servant. Do everything Sarah tells you to do because your descendants will be traced through Isaac.","Kyɛ Naaŋmen da yeli ko la a Aboraham, “Ta vɛŋ ka fo poɔ sãã a fo bidɔɔ ane a fo gbaŋgba-pɔge yɛlɛ. Lɛ zaa a Saara naŋ yeli ko fo, e a lɛ o naŋ yeli, bonso, a Aizik zie la ka fo na taa boorɔ ka a fo yuori porɔ."
GEN.24.4,4573,Go to my land and my family and find a wife for my son Isaac there.,"A pɔ ka fo na gaa la n teŋɛ poɔ, a te de pɔge yi a n noba poɔ ko a n bidɔɔ Aizik.”."
GEN.23.11,4573,"No, sir. Listen, I will give you the field, and I will give you the cave in it. In front of my peoples witnesses, I will give it to you. Bury your dead.","“Ai, n neŋkpoŋ, kyɛlle woŋ a n yɛlɛ; N ko fo la a zie ane a taŋ bogi naŋ be o poɔ. N korɔ fo la a zie a n noba niŋesogɔ ka fo ũũ a fo kũũ.”."
GEN.19.19,4573,Youve done me a favor and have been so kind to save my life. But I cant escape to the mountains since the catastrophe might overtake me there and Id die.,"a yɛ tontonɔ nyɛ la zunoɔ yɛ zie, kyɛ ka yɛ wuli ma nimibaaloŋ kpoŋ ne yɛ naŋ faa n nyɔvore. N zoro la dabeɛ̃ ka N kontoɔ̃ zo kpɛ a tanne poɔ kyɛ ka a saamo ŋa wa ka N kpi."
GEN.22.13,4573,"Abraham looked up and saw a single ram caught by its horns in the dense underbrush. Abraham went over, took the ram, and offered it as an entirely burned offering instead of his son.",A Aboraham da doɔ la o zu a nyɛ pedaa o eelɛ naŋ lere tuu daare eŋɛ. A Aboraham da te nyɔge la a pedaa ka o leɛre a o bidɔɔ zu ka o de maale ne a maalkondi bagre.
GEN.21.13,4573,"But I will make of your servants son a great nation too, because he is also your descendant.","Kyɛ a gbaŋgba-pɔge bidɔɔ eŋ, N na e la ka o boorɔ meŋ yɛle leɛ paaloŋ, bonso, o meŋ waa la fo bidɔgraa.”."
GEN.20.17,4573,"Abraham prayed to God; and God restored Abimelech, his wife, and his women servants to health, and they were able to have children.","A Aboraham pãã da puori ko la Naaŋmen; ka Naaŋmen da saŋ a Abimɛlɛk. O da saŋ la a Abimɛlɛk pɔge meŋ, ane o gbaŋgba-pɔgeba ka ba toɔ̃ dɔge biiri."
GEN.17.23,4573,"Abraham took his son Ishmael, all those born in his household, and all those purchased with his silver—that is, every male in Abrahams household—and he circumcised the flesh of their foreskins that same day, just as God had told him to do.","A Aboraham pãã da de la a o bidɔɔ Isemɛɛl ane a o gbaŋgbaare zaa ba naŋ dɔge o yiri poɔ ane gbaŋgbaare banaŋ o naŋ da ne o libie, ane a o yiri poɔ dɔbɔ zaa, a iri ba dɛgre a lɛ daare zaa, a seŋ lɛ a Naaŋmen naŋ da yeli ko o."
GEN.18.22,4573,"The men turned away and walked toward Sodom, but Abraham remained standing in front of the LORD.","Lɛ la ka a dɔbɔ da leɛ yi a be a kyaare Sodom teŋɛ gɛrɛ, kyɛ ka a Aboraham da naŋ are a DAANA niŋesogɔ."
GEN.23.12,4573,Abraham bowed before the local citizens.,A Aboraham pãã da suli la o zu ne emmo a teŋɛ noba niŋesogɔ.
GEN.19.20,4573,"This city here is close enough to flee to, and its small. Its small, right? Let me escape there, and my life will be saved.","Yɛ nyɛ, a teŋɛ ŋa peɛlɛɛ la ka N na toɔ̃ zo gaa be. O waa la tembile, yɛ vɛŋ ka N zo gaa be a faa n nyɔvore!”."
GEN.24.5,4573,"The servant said to him, What if the woman doesnt agree to come back with me to this land? Shouldnt I take your son back to the land you left.","Ka a tontonɔ da soore o, “Ka a pɔge ba wa sage ka o tu ma wa a teŋɛ ŋa poɔ, a na fere la ka n taa a fo bidɔɔ leɛ gaa ne a teŋɛ na fo naŋ yi wa a kyɛ be?”."
GEN.21.14,4573,"Abraham got up early in the morning, took some bread and a flask of water, and gave it to Hagar. He put the boy in her shoulder sling and sent her away. She left and wandered through the desert near Beer-sheba.","A Aboraham da daŋ ne la iruu baguo saŋ, a de boroboro ane koɔre naŋ paale ne koɔ̃ ko a Heega ka o tuo kyɛ mare a bie, a bare o sori ka o gɛrɛ. A Heega da gaa te yɔ daara la a Bɛɛ-seba wɛgyɛŋ poɔ."
GEN.22.14,4573,"Abraham named that place the LORD sees. That is the reason people today say, On this mountain the LORD is seen.","Lɛ la ka a Aboraham da pore a zie na yuori, “A DAANA la na tere”; aŋa lɛ ba naŋ naŋ boɔlɔ a zie a wa te tɔ zenɛ, “A DAANA taŋzu la ka ba na tere.”."
GEN.18.23,4573,"Abraham approached and said, Will you really sweep away the innocent with the guilty?.","A Aboraham pãã da wa peɛle la a DAANA kyɛ soore, “Fo mɔɔ sereŋ na ko la a nenfaare laŋ ne a nemmenne be?."
GEN.17.24,4573,Abraham was years old when he circumcised the flesh of his foreskin.,"A Aboraham da nyɛ la yuomo lezaanaare ne pie ane awae, a saŋ ba naŋ da iri a o dɛgre."
GEN.23.13,4573,and spoke to Ephron publicly in the presence of the local citizens: If only you would accept my offer. I will give you the price of the field. Take it from me so that I can bury my dead there.,"O da yeli ko la a Ɛferɔn ka a teŋɛ noba zaa woŋaa, “Ka fõõ na sage kyɛlle woŋ n yɛlɛ! N na ko fo la a zie daaroŋ libiri. Sage de a libiri ka N toɔ̃ ũũ a n kũũ a be.”."
GEN.20.18,4573,"Because of the incident with Abrahams wife Sarah, the LORD had kept all of the women in Abimelechs household from having children.","Bonso, a DAANA da eɛɛ la ka a Abimɛlɛk yiri pɔgeba zaa da leɛ pɔg-ɔɛ a Aboraham pɔge Saara zuiŋ."
GEN.19.21,4573,"He said to Lot, Ill do this for you as well; I wont overthrow the city that you have described.","Ka a maleke da yeli ko o, “A soma la, N na ko fo la a sommo ŋa meŋ, kyɛ N koŋ sãã a teŋɛ na yɛlɛ fo naŋ yeli ko ma."
GEN.24.6,4573,"Abraham said to him, Be sure you dont take my son back there.","Ka a Aboraham da yeli ko o, “Kaara velaa a ta wa vɛŋ ka a n bidɔɔ leɛ gaa a be."
GEN.19.22,4573,Hurry! Escape to it! I cant do anything until you get there. That is why the name of the city is Zoar.,"Page wieũ zo gaa a be, bonso, N koŋ e yelzaa ka fõõ ba zo ta a be sɛre.” A lɛ zuiŋ la ka ba boɔlɔ a teŋɛ ŋa ka Zowa."
GEN.18.24,4573,What if there are fifty innocent people in the city? Will you really sweep it away and not save the place for the sake of the fifty innocent people in it?.,"Ka nemmenne lezaayi ne pie be a teŋɛ poɔ, fo na ko la a noba zaa, kyɛ koŋ di suuri ko a teŋɛ noba a nemmenne lezaayi ne pie zuiŋ be?."
GEN.17.25,4573,and his son Ishmael was years old when the flesh of his foreskin was circumcised.,A o bidɔɔ Isemɛɛl da nyɛ la yuomo pie ne ata a saŋ ba naŋ da iri o dɛgre.
GEN.24.7,4573,"The LORD, God of heaven—who took me from my fathers household and from my familys land, who spoke with me and who gave me his word, saying, I will give this land to your descendants—he will send his messenger in front of you, and you will find a wife for my son there.","A DAANA, a sazu Naaŋmen na naŋ da taa ma yi ne n saa yiri ane a n tendɔgraa poɔ, Ona la da yeli yɛlɛ ko ma kyɛ pɔ ko ma, ‘N na ko la a fo biiri a teŋɛ ŋa,’ O na e la ka O maleke de fo weɛ̃, ka fo te de pɔge yi a be wa ko a n bidɔɔ."
GEN.17.26,4573,That same day Abraham and his son Ishmael were circumcised.,"A bebiri na ne o zu daare, ba da iri la a Aboraham ane a o bidɔɔ dɛgre;."
GEN.23.14,4573,Ephron responded to Abraham.,A Ɛferɔn da leɛ yelsɔge la a Aboraham:.
GEN.22.15,4573,The LORDs messenger called out to Abraham from heaven a second time.,A DAANA maleke da boɔle la a Aboraham a boyi soba yi sazu.
GEN.18.25,4573,"Its not like you to do this, killing the innocent with the guilty as if there were no difference. Its not like you! Will the judge of all the earth not act justly.","Ka a waa tɔɔre ne fo naŋ na e a yeli ŋa; ka fo ko a nemmenne laŋ ne a nenfaare, ka a nemmenne ane a nenfaare yɛlɛ e yeni! Ka a lɛ e tɔɔre ne fo! A tendaa zaa Sɛredire koŋ e yɛlɛ naŋ tori be?”."
GEN.19.23,4573,"As the sun rose over the earth, Lot arrived in Zoar.",A ŋmenaa naŋ da wa te puri saŋ la ka a Lɔt da wa ta a Zowa teŋɛ.
GEN.21.15,4573,"Finally the water in the flask ran out, and she put the boy down under one of the desert shrubs.","A koɔ̃ naŋ da wa baare a koɔre poɔ, o da de la a bie zegle bare telee kaŋ pare."
GEN.24.8,4573,"If the woman wont agree to come back with you, you will be free from this obligation to me. Only dont take my son back there.","Ka a pɔge ba wa sage ka o tu fo wa, lɛ eŋ, a pɔre fo naŋ pɔ koŋ tuuro fo, kyɛ ta wa vɛnɛ ka a n bidɔɔ leɛrɛ gɛrɛ a be.”."
GEN.17.27,4573,"All the men of his household, those born in his household and those purchased with silver from foreigners, were circumcised with him.","ane a o yiri dɔbɔ zaa, gbaŋgbaare ba naŋ dɔge a yiri poɔ, ane banaŋ o naŋ da ne libie a yi ten-yuo neɛ zie."
GEN.18.26,4573,"The LORD said, If I find fifty innocent people in the city of Sodom, I will save it because of them.","Ka a DAANA da yeli, “Ka maa nyɛ nemmenne lezaayi ne pie a Sodom teŋɛ poɔ N na di la a teŋɛ noba zaa yelbebe suuri ko ba a nemmenne na zuiŋ.”."
GEN.19.24,4573,and the LORD rained down burning asphalt from the skies onto Sodom and Gomorrah.,A DAANA pãã da eɛɛ la ka gyirimuri ane vũũ yi sazu mi aŋa saa eŋ a Sodom ane a Gomora.
GEN.22.16,4573,"and said, I give my word as the LORD that because you did this and didnt hold back your son, your only son.","a da yeli, “N pɔ la N meŋɛ, a DAANA la yele: Fo naŋ e a yeli ŋa zuiŋ, a ba zagre ka fo ko ma a fo bidɔɔ, a fo bidɔɔ-yeni yoŋ."
GEN.21.16,4573,"She walked away from him about as far as a bow shot and sat down, telling herself, I cant bear to see the boy die. She sat at a distance, cried out in grief, and wept.","O da gyɛŋ yi la puori a te zeŋ tɔɔre tori a bie zie naŋ seŋ ŋa ba naŋ teɛ pii ka o te le; kyɛ da teɛre o poɔŋ, “N ba boɔrɔ ka N nyɛ a bie ŋa kũũ.” O naŋ da wa zeŋ tɔɔre zaa tori a bie, o da vaa la kɔkɔre a kono."
GEN.24.9,4573,So the servant put his hand under his master Abrahams thigh and gave him his word about this mission.,Lɛ la ka a tontonɔ da de a o nu eŋ a o neŋkpoŋ Aboraham gbɛkpoŋ puliŋ kyɛ da pɔ kyaare ne a lɛ.
GEN.23.15,4573,"Sir, what is four hundred shekels of silver between me and you for the land so that you can bury your dead.","“N neŋkpoŋ, kyɛlle woŋ; zie daaroŋ naŋ e salem-pelaa warebie kɔɔraanaare la boŋ maa ne fo zie? Te uuno a fo kũũ.”."
GEN.18.27,4573,"Abraham responded, Since Ive already decided to speak with my Lord, even though Im just soil and ash.","Ka a Aboraham da yelsɔge, “Sɔroo la, vɛŋ ka n meŋɛ yeli yɛlɛ ko a DAANA, maa naŋ waa tɛne ane tampɛloŋ."
GEN.19.25,4573,"The LORD destroyed these cities, the entire valley, everyone who lived in the cities, and all of the fertile lands vegetation.",A DAANA da sãã la a tenne ane a Zigbaŋgbalaa ane a noba zaa naŋ da kpeɛrɛ a tenne na poore ane a boma zaa naŋ buli a tenne poore.
GEN.22.17,4573,"I will bless you richly and I will give you countless descendants, as many as the stars in the sky and as the grains of sand on the seashore. They will conquer their enemies cities.","N sereŋ na maale fo la, a e ka a fo bale yɛle yaga aŋa a sazu ŋmarbie bee aŋa a mane noɔre biiree. A fo boorɔ na zɔɔtoɔ̃ la ba dɔndɔnne a ŋma ba tenne."
GEN.21.17,4573,"God heard the boys cries, and Gods messenger called to Hagar from heaven and said to her, Hagar! Whats wrong? Dont be afraid. God has heard the boys cries over there.","Naaŋmen da woŋ la a bie naŋ kono; ka a Naaŋmen maleke da boɔle a Heega yi sazu a soore, “Boŋ la ferɛ fo, Heega? Ta zoro dabeɛ̃; bonso Naaŋmen woŋ la a bie konni a be o naŋ be."
GEN.24.10,4573,"The servant took ten of his masters camels and all of his masters best provisions, set out, and traveled to Nahors city in Aram-naharaim.","A tontonɔ pãã da de la a o neŋkpoŋ bontanne mine pie a yi tu a sori. O da taa la kyɔɔta-veɛle parɛɛ parɛɛ yi a o neŋkpoŋ zie gɛrɛ ne a Aram-naharayim, a Nahɔ teŋkpoŋ."
GEN.23.16,4573,Abraham accepted Ephrons offer and weighed out for Ephron the silver he requested publicly before the Hittites: four hundred shekels of silver at the current rate of exchange.,"A Aboraham da sage la a lɛ a Ɛferɔn naŋ yeli. A Aboraham da sɔre la a libie noɔre a seŋ lɛ a Ɛferɔn naŋ da yeli, ka a Hita noba woŋ, salem-pelaa warebie kɔɔraanaare aŋa lɛ ba naŋ maŋ manne a daa poɔ."
GEN.18.28,4573,"what if there are five fewer innocent people than fifty? Will you destroy the whole city over just five? The LORD said, If I find forty-five there, I wont destroy it.","Ka noba banuu ba kyebe a nemmenne lezaayi ne pie poɔ, fo na sãã la a teŋɛ noba zaa a noba banuu naŋ ba kyebe zuiŋ be?” Ka a DAANA yeli, “N koŋ sãã a teŋɛ ka maa nyɛ noba lezaayi ne banuu a teŋɛ poɔ.”."
GEN.19.26,4573,"When Lots wife looked back, she turned into a pillar of salt.",Kyɛ a Lɔt pɔge naŋ da be puoriŋ da leɛ kaa la puori a da leɛ nyɛnoo-kuuri are aŋa dalugri.
GEN.22.18,4573,"All the nations of the earth will be blessed because of your descendants, because you obeyed me.","ka a tendaa nemboorɔ zaa na tu ba zie nyɛ maaloo ko bamenne, fo naŋ sage a N noɔre zuiŋ.”."
GEN.21.18,4573,"Get up, pick up the boy, and take him by the hand because I will make of him a great nation.","Wa nyɔge a bie de, a nyɔge o taa kpeɛŋaa fo nuuri poɔ, bonso, N na e la ka o boorɔ yɛle a e paaloŋ kpoŋ.”."
GEN.19.27,4573,Abraham set out early for the place where he had stood with the LORD.,A Aboraham da iri la bagu-pipi saŋ a gaa a zie na o naŋ da are a DAANA niŋesogɔ.
GEN.18.29,4573,"Once again Abraham spoke, What if forty are there? The LORD said, For the sake of forty, I will do nothing.","A Aboraham da laboreŋ yelee la, “Kyɛ ka noba lezaayi wa bebe.” Ka a DAANA yelsɔge, “A noba lezaayi zuiŋ N koŋ sãã a teŋɛ.”."
GEN.24.11,4573,"He had the camels kneel down outside the city at the well in the evening, when women come out to draw water.","O da eɛɛ la ka a bontanne gaŋ a teŋɛ noɔreŋ a peɛle bulee naŋ taa koɔ̃. A da gɛrɛ la zimaane, a saŋ na pɔgeba naŋ maŋ gaa te ɔŋ koɔ̃."
GEN.23.17,4573,"So the field of Ephron in Machpelah near Mamre—the field and the cave in it, and all the trees within the fields boundaries—was officially transferred.","Lɛnso a Ɛferɔn weɛ naŋ da be a Makepela, a Mamere sapare seŋ, a weɛ na poɔ a taŋ bogi naŋ da be, ane a weɛ teere zaa."
GEN.22.19,4573,"After Abraham returned to the young men, they got up and went to Beer-sheba where Abraham lived.",Lɛ la ka Aboraham da leɛ gaa a o tontombiiri na zie ka ba da laŋ gaa a Bɛɛ-seba teŋɛ. A Aboraham da te kpeɛrɛ la a Bɛɛ-seba teŋɛ poɔ.
GEN.21.19,4573,"Then God opened her eyes, and she saw a well. She went over, filled the water flask, and gave the boy a drink.",Lɛ la ka a Naaŋmen da yuo o nimie ka o da nyɛ bulee naŋ taa koɔ̃. O da gaa te ɔŋ la koɔ̃ paale a koɔre a tuuli a bie a mine ka o nyu.
GEN.23.18,4573,to Abraham as his property in the presence of the Hittites and of everyone at his citys gate.,da wa leɛ la a Aboraham soobo a Hita noba niŋesogɔ ane a noba zaa naŋ da wa a teŋɛ dendɔre noɔre.
GEN.18.30,4573,"He said, Dont be angry with me, my Lord, but let me speak. What if thirty are there? The LORD said, I wont do it if I find thirty there.","Lɛ la ka o da yeli, “DAANA woi, ta vɛŋ ka fo poɔ sãã ne ma ka maa la yeli yɛlɛ. Kyɛ ka noba lezare ne pie wa bebe.” Ka a DAANA da yeli, “N koŋ sãã a teŋɛ ka maa nyɛ nemmenne lezare ne pie a be.”."
GEN.19.28,4573,and looked out over Sodom and Gomorrah and over all the land of the valley. He saw the smoke from the land rise like the smoke from a kiln.,"a da suli kaa a Sodom ane a Gomora tenne seŋ, a kyaare a tenne na zaa naŋ be a Zigbaŋgbalaa poɔ, a da nyɛ a nyoore ka a iri duoro aŋa vũũ-kpoŋ nyoore."
GEN.22.20,4573,"After these events, Abraham was told: Milcah has now also given birth to sons for your brother Nahor.","A yɛlɛ ama puoriŋ, ba da yeli ko la a Aboraham, “A Milka meŋ dɔge la biiri ko a fo yɔɔ Nahɔ:."
GEN.24.12,4573,"He said, LORD, God of my master Abraham, make something good happen for me today and be loyal to my master Abraham.","O da puoree la a yeli, “DAANA woi, n neŋkpoŋ Aboraham Naaŋmen, n sɔrɔ fo la, vɛŋ ka a e velaa ko ma, a wuli a fo nɔmmo ko a n neŋkpoŋ Aboraham."
GEN.21.20,4573,"God remained with the boy; he grew up, lived in the desert, and became an expert archer.","Naaŋmen da gu la a bie ka o baa. O da kpeɛrɛ la a wɛgyɛŋ poɔ, a da baŋ tammo teɛbo yaga."
GEN.21.21,4573,"He lived in the Paran desert, and his mother found him an Egyptian wife.","O da kpeɛrɛ la a Paran wɛgyɛŋ poɔ, ka o ma da de pɔge yi Igyipiti teŋɛ wa ko o."
GEN.18.31,4573,"Abraham said, Since Ive already decided to speak with my Lord, what if twenty are there? The LORD said, I wont do it, for the sake of twenty.","A Aboraham da la yelee la, “Sɔroo la, vɛŋ ka n meŋɛ yeli yɛlɛ ko a DAANA. Ka nemmenne lezare wa bebe.” Ka a DAANA yelsɔge, “A nemmenne lezare zuiŋ, N koŋ sãã a teŋɛ.”."
GEN.19.29,4573,"When God destroyed the cities in the valley, God remembered Abraham and sent Lot away from the disaster that overtook the cities in which Lot had lived.","A Naaŋmen naŋ da wa sãã a Zigbaŋgbalaa tenne, O da leɛ-teɛre la a Aboraham yɛlɛ, a taa Lɔt yi ne sɛre kyɛ sãã a tenne na poɔ a Lɔt naŋ da kpeɛrɛ."
GEN.23.19,4573,"After this, Abraham buried his wife Sarah in the cave in the field of Machpelah near Mamre, that is, Hebron, in the land of Canaan.","A ŋaa puoriŋ, a Aboraham da ũũ la a o pɔge Saara a Makepela weɛ taŋ bogi poɔ naŋ tori ne Mamere naŋ be a Keeina teŋɛ poɔ."
GEN.22.21,4573,"They are Uz his oldest son, Buz his brother, Kemuel the father of Aram.","Uzi da la a bidɔɔ-dɛŋ, ka o yɔɔ e Buz, ka Kɛmuwɛl e Aram saa."
GEN.24.13,4573,I will stand here by the spring while the daughters of the men of the city come out to draw water.,N are la a koɔ̃ bulee ŋa pare ka a teŋɛ pɔgeyaare yire waana ka ba ɔŋ koɔ̃.
GEN.18.32,4573,"Abraham said, Dont be angry with me, my Lord, but let me speak just once more. What if there are ten? And the LORD said, I will not destroy it because of those ten.","Lɛ la ka o la yeli, “DAANA, ta vɛŋ ka fo poɔ sãã ne ma ka maa na la yeli yel-yenaa yoŋ. Ka nemmenne pie wa be a teŋɛ poɔ.” Ka a DAANA yelsɔge, “A pie na zuiŋ N koŋ sãã a teŋɛ.”."
GEN.19.30,4573,"Since Lot had become fearful of living in Zoar, he and his two daughters headed up from Zoar and settled in the mountains where he and his two daughters lived in a cave.","A Lɔt da yi la a Zowa teŋɛ poɔ a do te kpeɛrɛ a tanne zu ne o pɔgeyaare bayi, bonso, o da zoro la dabeɛ̃ ka o kpeɛrɛ a Zowa teŋɛ poɔ. O ne a o pɔgeyaare bayi pãã da te kpeɛrɛ la a taŋ bogi poɔ."
GEN.23.20,4573,The field and the cave in it were officially transferred from the Hittites to Abraham as his burial property.,A weɛ ane a taŋ bogi naŋ be o poɔ da yi la a Hita noba nuuriŋ a wa leɛ a Aboraham soobo a e o kuuni ũũmu zie.
GEN.22.22,4573,"Chesed, Hazo, Pildash, Jidlaph, and Bethuel.","Kyɛsed, Hazo, Pilidas, Gyedilaf ane Bɛtuwɛl.”."
GEN.24.14,4573,"When I say to a young woman, Hand me your water jar so I can drink, and she says to me, Drink, and I will give your camels water too, may she be the one youve selected for your servant Isaac. In this way I will know that youve been loyal to my master.","Vɛŋ ka pɔgsaraa onaŋ zaa N naŋ na yeli, ‘Ko ma a fo yuori poɔ koɔ̃ ka N nyu,’ ka o yeli, ‘Nyu, kyɛ ka n ko a fo bontanne meŋ ka a nyu’; e neɛ fo naŋ iri ko a fo tontonɔ Aizik. A ŋaa la ka N na baŋ ka fo wuli la a fo nɔmbayeɛraa ko a n neŋkpoŋ.”."
GEN.21.22,4573,"At that time Abimelech, and Phicol commander of his forces, said to Abraham, God is with you in everything that you do.","A saŋ na poɔ, Abimɛlɛk ane o sogyɛre neŋkpoŋ ba naŋ boɔlɔ Fikɔl da yeli ko la a Aboraham, “Yelzaa fo naŋ erɛ poɔ, Naaŋmen are la fo puoriŋ."
GEN.18.33,4573,"When the LORD finished speaking with Abraham, he left; but Abraham stayed there in that place.","A DAANA naŋ da wa yeli a yɛlɛ baare, O da gaaɛ la, kyɛ ka a Aboraham da leɛ kuli."
GEN.19.31,4573,"The older daughter said to the younger, Our father is old, and there are no men in the land to sleep with us as is the custom everywhere.","A Lɔt pɔgeya-kpoŋ da yeli ko la a bile soba, “A te saa korɛɛ la kyɛ dɔɔ zaa ba kyebe a gbandige ŋa poɔ a na de te aŋa lɛ a naŋ seŋ ka a waa."
GEN.21.23,4573,"So give me your word under God that you wont cheat me, my children, or my descendants. Just as I have treated you fairly, so you must treat me and the land in which you are an immigrant.","A lɛ zuiŋ, pɔ Naaŋmen pampana ŋa ka fo koŋ bɛlle ma bee a bɛlle n biiri bee n yããmine, kyɛ kaa lɛ N naŋ taa fo ne yelmennoŋ, a meŋ taa ma a lɛ ane a teŋɛ fo naŋ kpeɛrɛ a e saana.”."
GEN.24.15,4573,"Even before he finished speaking, Rebekah—daughter of Bethuel the son of Milcah wife of Nahor, Abrahams brother—was coming out with a water jar on her shoulder.",O da ba yeli a yɛlɛ baare kyɛ ka a Rebɛka la lɛ a tuo yuori o bɔgŋmane zu. A Rebɛka da waa la Bɛtuwɛl pɔgeyaa kyɛ ka a Bɛtuwɛl da waa a Aboraham yɔɔ Nahɔ ane o pɔge Milka bidɔɔ.
GEN.22.23,4573,"Bethuel became the father of Rebekah. These are the eight Milcah bore for Nahor, Abrahams brother.",A Rebɛka saa da la a Bɛtuwɛl. A biiri banii bama la ka a Milka da dɔge ko a Aboraham yɔɔ Nahɔ.
GEN.19.32,4573,"Come on, lets give our father wine to drink, lie down with him, and well have children from our father.","Wa ka te e ka a te saa nyu dãã, ka te gaŋ ne o, a tu o zie toɔ̃ taa boorɔ.”."
GEN.21.24,4573,"Abraham said, I give you my word.","Ka a Aboraham da yeli, “N pɔ la a lɛ.”."
GEN.22.24,4573,"His secondary wifes name was Reumah, and she gave birth to Tebah, Gaham, Tahash, and Maacah.","A Nahɔ pɔg-kpɛglaa kaŋ ba naŋ da boɔlɔ Reuma da dɔge la Tɛba, Gaham, Tahas ane Maaka."
GEN.24.16,4573,"The young woman was very beautiful, old enough to be married, and hadnt known a man intimately. She went down to the spring, filled her water jar, and came back up.","A Rebɛka da veɛlɛ la yaga, kyɛ da e bitoro. O da sigi la a bulnimiri poɔ a te ɔŋ koɔ̃ paale a o yuori a leɛ do ne."
GEN.19.33,4573,"That night they served their father wine, and the older daughter went in and lay down with her father, without him noticing when she lay down or got up.","Lɛ la ka ba pãã da e ka a ba saa nyu dãã a tensogɔ na, ka a pɔgeya-kpoŋ soba da kpɛ te gaŋ ne a o saa. A saa da ba baŋ ka o gaŋ ne la a o pɔgeyaa."
GEN.21.25,4573,Then Abraham complained to Abimelech about a well that Abimelechs servants had seized.,A Aboraham naŋ da wa yeli ko a Abimɛlɛk ka Abimɛlɛk tontombiiri faa la o bulee.
GEN.24.17,4573,"The servant ran to meet her and said, Give me a little sip of water from your jar.","A Aboraham tontonɔ da zo tuori la a pɔgsaraa a yeli, “N sɔrɔ fo la, vɛŋ ka n nyu a fo yuori koɔ̃ belãã lɛ.”."
GEN.19.34,4573,"The next day the older daughter said to the younger, Since I lay down with our father last night, lets serve him wine tonight too, and you go in and lie down with him so that we will both have children from our father.","A nyaazie daare, a pɔgeya-kpoŋ da yeli ko la a bile soba, “Nyɛ, N da gaŋ ne la a n saa zaameŋ tensogɔ, vɛŋ ka te e ka o la nyu dãã a zenɛ, ka fo meŋ kpɛ gaŋ ne o, ka te tu a te saa zie a toɔ̃ taa boorɔ.”."
GEN.24.18,4573,"She said, Drink, sir. Then she quickly lowered the water jar with her hands and gave him some water to drink.","Ka a pɔgsaraa da leɛ yeli, “N neŋkpoŋ, de nyu” kyɛ da sigri a o yuori wieũ lɛ yi a o bɔgŋmane zu a ko o ka o nyu."
GEN.21.26,4573,"Abimelech said, I dont know who has done this, and you didnt tell me. I didnt even hear about it until today.","a Abimɛlɛk da leɛ yelee la, “N ba baŋ neɛ na naŋ e a yeli ŋa. Fo ba yeli ko ma, kyɛ N ba woŋaa meŋ ka zenɛ naane.”."
GEN.19.35,4573,"They served their father wine that night also, and the younger daughter lay down with him, without him knowing when she lay down or got up.","Ba pãã da la eɛɛ la ka a ba saa nyu dãã a tensogɔ na, ka a pɔgeya-bile soba meŋ kpɛ te gaŋ ne a ba saa, kyɛ a ba saa da ba baŋ ka o gaŋ ne o la."
